_id,Ministry,Ministere,Agency,Organisme,Position,Poste,Member / Membre,Term Start / Debut du mandat,Term End / Fin du mandat,Location / Emplacement
101,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Farm Products Marketing Commission,Commission De Commercialisation Des Produits Agricoles De L'ontario,Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),,,,
102,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Farm Products Marketing Commission,Commission De Commercialisation Des Produits Agricoles De L'ontario,Member (Part-Time),Membre (Temps Partiel),Cameron McWilliam,2020-12-31,2023-12-30T00:00:00,Dutton
103,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Farm Products Marketing Commission,Commission De Commercialisation Des Produits Agricoles De L'ontario,Member (Part-Time),Membre (Temps Partiel),William George,2022-04-07,2024-04-06T00:00:00,Beamsville
104,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Farm Products Marketing Commission,Commission De Commercialisation Des Produits Agricoles De L'ontario,Member (Part-Time),Membre (Temps Partiel),Ralph Dietrich,2021-05-23,2024-05-22T00:00:00,Mildmay
105,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Farm Products Marketing Commission,Commission De Commercialisation Des Produits Agricoles De L'ontario,Member (Part-Time),Membre (Temps Partiel),Robert Anderson,2022-05-13,2025-05-12T00:00:00,STRATHROY
106,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Chair (Part-Time),Présidence (Temps Partiel),Christy McMullen,2021-10-14,2024-10-13T00:00:00,Toronto
107,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),,,,
108,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Member (Part-Time),Membre (Temps Partiel),Ian MacKenzie,2020-03-08,2023-03-07T00:00:00,BURLINGTON
109,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Member (Part-Time),Membre (Temps Partiel),John Den Boer,2020-08-31,2023-08-30T00:00:00,Otterville
110,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Member (Part-Time),Membre (Temps Partiel),Steve Bamford,2020-10-04,2023-10-03T00:00:00,Etobicoke
111,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Member (Part-Time),Membre (Temps Partiel),Len Turkevics,2022-01-31,2025-01-30T00:00:00,Toronto
112,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Member (Part-Time),Membre (Temps Partiel),Fred Koornneef,2022-04-07,2025-04-06T00:00:00,Grimsby
113,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Ontario Food Terminal Board,Commission Du Marché Des Produits Alimentaires De L'ontario,Member (Part-Time),Membre (Temps Partiel),Larry Kieswetter,2022-11-28,2025-11-27T00:00:00,Elmira
114,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Chair (Part-Time),Présidence (Temps Partiel),Bev Shipley,2021-09-09,2024-09-08T00:00:00,Denfield
115,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Peter Seemann,2020-06-08,2023-06-07T00:00:00,Sharon
116,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Member (Part-Time),Membre (Temps Partiel),Anne Hodgson,2021-04-29,2024-04-28T00:00:00,Haliburton
117,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Member (Part-Time),Membre (Temps Partiel),Rosemarie Montgomery,2021-11-20,2024-11-19T00:00:00,CHATHAM
118,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Member (Part-Time),Membre (Temps Partiel),Robert Morley,2022-04-21,2025-04-20T00:00:00,Exeter
119,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Member (Part-Time),Membre (Temps Partiel),Dennis Vollmershausen,2022-06-07,2025-06-06T00:00:00,Woodstock
120,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Member (Part-Time),Membre (Temps Partiel),Moira Connell,2022-08-01,2025-07-31T00:00:00,London
121,"Agriculture, Food and Rural Affairs","Ministère De L'agriculture, De L'alimentation Et Des Affaires Rurales",Rural Economic Development Advisory Panel (Redap),Comité Consultatif De Développement Économique Des Collectivités Rurales (Cc-Decor),Member (Part-Time),Membre (Temps Partiel),Danielle Sharman,2022-11-18,2025-11-17T00:00:00,Rockwood
122,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Chair (Part-Time),Présidence (Temps Partiel),Lalit Aggarwal,2020-06-06,2024-06-05T00:00:00,Toronto
123,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Heidi  Reinhart,2021-09-16,2023-09-15T00:00:00,Toronto
124,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Member (Part-Time),Membre (Temps Partiel),Paul Stoyan,2021-07-29,2023-07-28T00:00:00,Toronto
125,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Member (Part-Time),Membre (Temps Partiel),Douglas McLarty,2022-02-20,2024-02-19T00:00:00,Ottawa
126,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Member (Part-Time),Membre (Temps Partiel),Dave Forestell,2020-06-20,2024-06-19T00:00:00,Toronto
127,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Member (Part-Time),Membre (Temps Partiel),Cara Vaccarino,2022-02-14,2025-02-13T00:00:00,Toronto
128,Attorney General,Ministère Du Procureur Général,Alcohol and Gaming Commission of Ontario,Commission Des Alcools Et Des Jeux De L’Ontario,Member (Part-Time),Membre (Temps Partiel),Neil Desai,2022-09-17,2025-09-16T00:00:00,Toronto
129,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Associate Chair (Full-Time),Président Associé (Plein Temps),Jeanie Theoharis,2021-05-27,2023-05-26T00:00:00,Mississauga
130,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Associate Chair (Full-Time),Président Associé (Plein Temps),,,,
131,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Stephanie Zwicker Slavens,2022-03-04,2023-04-14T00:00:00,Toronto
132,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Robert Patchett,2022-03-04,2023-06-16T00:00:00,Ottawa
133,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Jeanie Theoharis,2022-11-03,2024-01-05T00:00:00,Mississauga
134,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Lindsay Lake,2022-03-24,2024-02-02T00:00:00,Thorndale
135,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Stephanie Kepman,2022-03-24,2024-03-23T00:00:00,Ottawa
136,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Avril Farlam,2022-04-14,2024-04-13T00:00:00,WINDSOR
137,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Sara Mintz,2022-09-29,2024-08-25T00:00:00,Toronto
138,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Susan Clarke,2022-09-29,2024-11-05T00:00:00,THORNHILL
139,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),,,,
140,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Jennifer Friedland,2020-01-01,2022-12-31T00:00:00,Toronto
141,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Melody Maleki-Yazdi,2020-01-18,2023-01-17T00:00:00,Toronto
142,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Jesse Boyce,2020-02-21,2023-02-20T00:00:00,Toronto
143,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Lyndra Griffith,2020-02-21,2023-02-20T00:00:00,Ottawa
144,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Matthew Letourneau,2020-02-28,2023-02-27T00:00:00,Ottawa
145,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Theresa McGee,2020-02-28,2023-02-27T00:00:00,Scarborough
146,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Rocco Iamello,2022-03-04,2023-05-05T00:00:00,Oxford Mills
147,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Anita Goela,2022-09-13,2023-09-12T00:00:00,Toronto
148,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Martin Forget,2022-03-30,2023-11-19T00:00:00,Toronto
149,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),James Minns,2022-03-04,2024-03-03T00:00:00,Clarksburg
150,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Mindy Caterina,2022-03-04,2024-03-03T00:00:00,Hamilton
151,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Paul Stopciati,2022-03-04,2024-03-03T00:00:00,Sudbury
152,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Peter Simmons,2022-03-24,2024-03-23T00:00:00,Hamilton
153,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Poeme Manigat,2021-03-28,2024-03-27T00:00:00,Mississauga
154,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Anxhela (Angela) Peco,2022-04-07,2024-04-06T00:00:00,Toronto
155,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Ashley Deathe,2022-04-07,2024-04-06T00:00:00,Ottawa
156,Attorney General,Ministère Du Procureur Général,Animal Care Review Board (Tribunals Ontario),Commission D'étude Des Soins Aux Animaux (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Jacqueline Castel,2022-04-07,2024-04-06T00:00:00,MISSISSAUGA
