 Amount ,Ministry,Category,Payment Detail,Recipient,Statutory,Additional Detail
" $2,723,613 ",Office Of The Assembly,Employee Benefits,No Value,Ontario Pension Board,No Value,No Value
" $1,863,784 ",Office Of The Assembly,Employee Benefits,No Value,The Canada Life Assurance Company,No Value,No Value
" $334,713 ",Office Of The Assembly,Employee Benefits,No Value,"Accounts Under $50,000",No Value,No Value
" $12,385 ",Office Of The Assembly,Travel Expenses,No Value,"Accounts Under $10,000",No Value,No Value
" $307,508 ",Office Of The Assembly,Transfer Payments,No Value,Canadian Political Science Association,No Value,No Value
" $176,404 ",Office Of The Assembly,Other Payments,No Value,2443026 Ontario Limited,No Value,No Value
" $1,812,252 ",Office Of The Assembly,Other Payments,No Value,6175015 Canada Inc O/A Adss,No Value,No Value
" $56,116 ",Office Of The Assembly,Other Payments,No Value,Access 2 Networks Inc,No Value,No Value
" $59,057 ",Office Of The Assembly,Other Payments,No Value,Acquia Inc.,No Value,No Value
" $92,319 ",Office Of The Assembly,Other Payments,No Value,Applied Electronics Ltd.,No Value,No Value
" $134,514 ",Office Of The Assembly,Other Payments,No Value,Asbex Ltd.,No Value,No Value
" $103,993 ",Office Of The Assembly,Other Payments,No Value,Brown Book Company [Bbc] Ltd.,No Value,No Value
" $54,854 ",Office Of The Assembly,Other Payments,No Value,Bunzl Cleaning & Hygiene/Apex Sanitation,No Value,No Value
" $120,061 ",Office Of The Assembly,Other Payments,No Value,Cdw Canada Inc,No Value,No Value
" $328,099 ",Office Of The Assembly,Other Payments,No Value,Cherrywood Interiors Inc.,No Value,No Value
" $63,615 ",Office Of The Assembly,Other Payments,No Value,Cisco Systems Capital Canada Co,No Value,No Value
" $426,720 ",Office Of The Assembly,Other Payments,No Value,Cjg Contracting,No Value,No Value
" $134,905 ",Office Of The Assembly,Other Payments,No Value,Clintar Landscape Management,No Value,No Value
" $107,004 ",Office Of The Assembly,Other Payments,No Value,Cognizant Technology Solutions Canada Inc.,No Value,No Value
" $66,282 ",Office Of The Assembly,Other Payments,No Value,Convergint Technologies Ltd,No Value,No Value
" $69,104 ",Office Of The Assembly,Other Payments,No Value,Dana Hospitality Lp,No Value,No Value
" $54,550 ",Office Of The Assembly,Other Payments,No Value,Day Communications Group Inc.,No Value,No Value
" $184,783 ",Office Of The Assembly,Other Payments,No Value,Dell Computer Corporation,No Value,No Value
" $83,063 ",Office Of The Assembly,Other Payments,No Value,Delta Elevator,No Value,No Value
" $72,419 ",Office Of The Assembly,Other Payments,No Value,Diamond & Schmitt Architects Inc.,No Value,No Value
" $71,871 ",Office Of The Assembly,Other Payments,No Value,Digital Fire & Security Services Inc,No Value,No Value
" $124,017 ",Office Of The Assembly,Other Payments,No Value,Dj Mcrae Contractors Ltd.,No Value,No Value
" $179,849 ",Office Of The Assembly,Other Payments,No Value,Edge Environmental Contracting Inc.,No Value,No Value
" $74,090 ",Office Of The Assembly,Other Payments,No Value,Evoq Architecture Inc. ,No Value,No Value
" $77,490 ",Office Of The Assembly,Other Payments,No Value,Ex Libris (Usa) Inc.,No Value,No Value
" $57,950 ",Office Of The Assembly,Other Payments,No Value,Ferro Canada Inc.,No Value,No Value
" $59,865 ",Office Of The Assembly,Other Payments,No Value,Fundy Tactical,No Value,No Value
" $59,052 ",Office Of The Assembly,Other Payments,No Value,Hamster,No Value,No Value
" $456,936 ",Office Of The Assembly,Other Payments,No Value,Harbridge & Cross Ltd,No Value,No Value
" $210,573 ",Office Of The Assembly,Other Payments,No Value,Insight Canada Inc.,No Value,No Value
" $1,062,567 ",Office Of The Assembly,Other Payments,No Value,Kpmg Llp,No Value,No Value
" $51,164 ",Office Of The Assembly,Other Payments,No Value,Lexisnexis Canada Inc.,No Value,No Value
" $559,488 ",Office Of The Assembly,Other Payments,No Value,Mechanical Trade Industries (Mti),No Value,No Value
" $60,512 ",Office Of The Assembly,Other Payments,No Value,Michael Scott Architect Inc.,No Value,No Value
" $56,520 ",Office Of The Assembly,Other Payments,No Value,Motorola Solutions Canada Ltd.,No Value,No Value
" $121,909 ",Office Of The Assembly,Other Payments,No Value,Ncc Cm Canada Holdings Ltd.  O/A National Captioning Canada Inc.,No Value,No Value
" $56,218 ",Office Of The Assembly,Other Payments,No Value,New Signature,No Value,No Value
" $158,926 ",Office Of The Assembly,Other Payments,No Value,Ohe Consultants,No Value,No Value
" $6,350,909 ",Office Of The Assembly,Other Payments,No Value,Ontario Infrastructure And Lands Corporation,No Value,No Value
" $72,289 ",Office Of The Assembly,Other Payments,No Value,Optiv Canada Inc.,No Value,No Value
" $60,305 ",Office Of The Assembly,Other Payments,No Value,Proquest Llc,No Value,No Value
" $439,027 ",Office Of The Assembly,Other Payments,No Value,Rhea Inc.,No Value,No Value
" $274,073 ",Office Of The Assembly,Other Payments,No Value,Roof Tile Management Inc.,No Value,No Value
" $118,650 ",Office Of The Assembly,Other Payments,No Value,Shaw Satellite Services Inc.,No Value,No Value
" $134,325 ",Office Of The Assembly,Other Payments,No Value,Softchoice Corporation,No Value,No Value
" $384,929 ",Office Of The Assembly,Other Payments,No Value,Sparkrock,No Value,No Value
" $83,185 ",Office Of The Assembly,Other Payments,No Value,Taylor Hazell Architects Ltd.,No Value,No Value
" $122,803 ",Office Of The Assembly,Other Payments,No Value,Telesat Canada,No Value,No Value
" $84,614 ",Office Of The Assembly,Other Payments,No Value,The Canada Life Assurance Company ,No Value,No Value
" $103,263 ",Office Of The Assembly,Other Payments,No Value,The Ventin Group [Toronto] Ltd. Architects,No Value,No Value
" $91,996 ",Office Of The Assembly,Other Payments,No Value,Thomson Reuters,No Value,No Value
" $52,842 ",Office Of The Assembly,Other Payments,No Value,Tin Knockers Custom Ltd.,No Value,No Value
" $77,991 ",Office Of The Assembly,Other Payments,No Value,World Wide Electric Inc.,No Value,No Value
" $3,181,653 ",Office Of The Assembly,Other Payments,No Value,"Accounts Under $50,000",No Value,No Value
" $12,470,850 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   107 Members At 116,550.00",No Value,No Value
" $133,135 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 133,135.08",No Value,No Value
" $130,338 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 130,337.88",No Value,No Value
" $129,988 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 129,987.63",No Value,No Value
" $389,615 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   3 Members At 129,871.68",No Value,No Value
" $129,837 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 129,836.78",No Value,No Value
" $129,837 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 129,836.76",No Value,No Value
" $129,475 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 129,475.44",No Value,No Value
" $129,086 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 129,085.99",No Value,No Value
" $384,615 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 128,205.00",No Value,No Value
" $119,880 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 119,880.42",No Value,No Value
" $106,838 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 106,837.5",No Value,No Value
" $97,819 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 97,818.75",No Value,No Value
" $44,176 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel","   1 Member At 44,176.21",No Value,No Value
" $64,336 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",A. Horwath,No Value,No Value
" $21,329 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",P. Sattler,No Value,No Value
" $10,490 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",G. Singh,No Value,No Value
" $36,364 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",T. Arnott,No Value,No Value
" $8,810 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",R. Nicholls,No Value,No Value
" $8,439 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",W. Walker,No Value,No Value
" $12,704 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",L. Gretzky,No Value,No Value
" $12,704 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",P. Hatfield,No Value,No Value
" $12,704 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",J. French,No Value,No Value
" $21,329 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",L. Coe,No Value,No Value
" $16,317 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",J. Vanthof,No Value,No Value
" $14,569 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",C. Fife,No Value,No Value
" $10,490 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",M. Mantha,No Value,No Value
" $10,490 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",M. Taylor,No Value,No Value
" $4,430 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",D. Anand,No Value,No Value
" $4,010 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",I. Arthur,No Value,No Value
" $12,445 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",A. Babikian,No Value,No Value
" $16,317 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",G. Bisson,No Value,No Value
" $9,324 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",L. Collard,No Value,No Value
" $9,324 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",J. Fraser,No Value,No Value
" $9,324 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",F. Gelinas,No Value,No Value
" $4,430 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",G. Ghamari,No Value,No Value
" $7,281 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",E. Hardeman,No Value,No Value
" $16,317 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",L. Kanapathi,No Value,No Value
" $9,474 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",B. Karpoche,No Value,No Value
" $16,317 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",D. Kramp,No Value,No Value
" $16,317 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",T. Natyshak,No Value,No Value
" $8,707 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",T. Rakocevic,No Value,No Value
" $3,490 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",K. Rasheed,No Value,No Value
" $4,430 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",A. Sandhu,No Value,No Value
" $9,324 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",M. Schreiner,No Value,No Value
" $6,272 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",L. Scott,No Value,No Value
" $16,317 ",Office Of The Assembly,Compensation,"Members' Compensation, Accommodation And Travel",P. Tabuns,No Value,No Value
" $360,829 ",Office Of The Assembly,Employee Benefits,"Members' Compensation, Accommodation And Travel",Canada Revenue Agency,No Value,No Value
" $1,630,524 ",Office Of The Assembly,Employee Benefits,"Members' Compensation, Accommodation And Travel",The Canada Life Assurance Company,No Value,No Value
" $1,484,568 ",Office Of The Assembly,Employee Benefits,"Members' Compensation, Accommodation And Travel",The Standard Life Assurance Company,No Value,No Value
" $926,930 ",Office Of The Assembly,Employee Benefits,"Members' Compensation, Accommodation And Travel","Accounts Under $50,000",No Value,No Value
" $2,427,047 ",Office Of The Assembly,Travel Expenses,"Members' Compensation, Accommodation And Travel","Accounts Under $10,000",No Value,No Value
" $65,681 ",Office Of The Assembly,Other Payments,"Members' Compensation, Accommodation And Travel",Eckler Partners Ltd.,No Value,No Value
" $81,784 ",Office Of The Assembly,Other Payments,"Members' Compensation, Accommodation And Travel",Andrzej Wisniewski O/A Linguaplus,No Value,No Value
" $28,852 ",Office Of The Assembly,Other Payments,"Members' Compensation, Accommodation And Travel","Accounts Under $50,000",No Value,No Value
" $1,658,614 ",Office Of The Assembly,Employee Benefits,Members' Office Support,Canada Revenue Agency,No Value,No Value
" $1,360,246 ",Office Of The Assembly,Employee Benefits,Members' Office Support,Ontario Pension Board,No Value,No Value
" $1,578,767 ",Office Of The Assembly,Employee Benefits,Members' Office Support,The Canada Life Assurance Company ,No Value,No Value
" $126,570 ",Office Of The Assembly,Employee Benefits,Members' Office Support,Workplace Safety And Insurance Board,No Value,No Value
" $342,146 ",Office Of The Assembly,Employee Benefits,Members' Office Support,"Accounts Under $50,000",No Value,No Value
" $84,606 ",Office Of The Assembly,Travel Expenses,Members' Office Support,"Accounts Under $10,000",No Value,No Value
" $56,201 ",Office Of The Assembly,Other Payments,Members' Office Support,240 Michael Cowpland Dr Regional Grp Of Companies,No Value,No Value
" $51,168 ",Office Of The Assembly,Other Payments,Members' Office Support,2725312 Canada Inc. C/O Quadreal Property Group,No Value,No Value
" $51,334 ",Office Of The Assembly,Other Payments,Members' Office Support,4Imprint Inc.,No Value,No Value
" $111,971 ",Office Of The Assembly,Other Payments,Members' Office Support,Advertek,No Value,No Value
" $91,307 ",Office Of The Assembly,Other Payments,Members' Office Support,Astral Media Affichage S.E.C/Astral Media Outdoor,No Value,No Value
" $165,412 ",Office Of The Assembly,Other Payments,Members' Office Support,Bell Canada,No Value,No Value
" $157,110 ",Office Of The Assembly,Other Payments,Members' Office Support,Bell Mobility Inc.,No Value,No Value
" $73,535 ",Office Of The Assembly,Other Payments,Members' Office Support,Burnford Realty Limited,No Value,No Value
" $1,476,879 ",Office Of The Assembly,Other Payments,Members' Office Support,Canada Post Corporation,No Value,No Value
" $159,535 ",Office Of The Assembly,Other Payments,Members' Office Support,Canadian Printing Resources Inc.,No Value,No Value
